sentiment,full_text,cleaning,case_folding,tokenize,stopword_removal,stemming
2,@jokowi Mobil listrik esmka...kapan rilis pak.... Saya menunggu,Mobil listrik esmkakapan rilis pak Saya menunggu,mobil listrik esmkakapan rilis pak saya menunggu,"['mobil', 'listrik', 'esmkakapan', 'rilis', 'pak', 'saya', 'menunggu']","['esmkakapan', 'rilis', 'menunggu']",esmkakapan rilis tunggu
2,@ioniqfive Menarik tapi infrastrukturnya udah memadai belom buat mobil listrik?,Menarik tapi infrastrukturnya udah memadai belom buat mobil listrik,menarik tapi infrastrukturnya udah memadai belom buat mobil listrik,"['menarik', 'tapi', 'infrastrukturnya', 'udah', 'memadai', 'belom', 'buat', 'mobil', 'listrik']","['menarik', 'infrastrukturnya', 'memadai']",tarik infrastruktur pada
2,Terus nyalain mobil lupa kek mana soalnya mobil listrik,Terus nyalain mobil lupa kek mana soalnya mobil listrik,terus nyalain mobil lupa kek mana soalnya mobil listrik,"['terus', 'nyalain', 'mobil', 'lupa', 'kek', 'mana', 'soalnya', 'mobil', 'listrik']","['nyalain', 'lupa']",nyalain lupa
2,@jokowi Minta mobil listrik satu Pakde @jokowi,Minta mobil listrik satu Pakde,minta mobil listrik satu pakde,"['minta', 'mobil', 'listrik', 'satu', 'pakde']",['pakde'],pakde
2,@innovacommunity Tapi ini aneh mas. Membongkar mounting dan dok mesin tanpa bekas serta ceceran oli. Mobil listrik kah?,Tapi ini aneh mas Membongkar mounting dan dok mesin tanpa bekas serta ceceran oli Mobil listrik kah,tapi ini aneh mas membongkar mounting dan dok mesin tanpa bekas serta ceceran oli mobil listrik kah,"['tapi', 'ini', 'aneh', 'mas', 'membongkar', 'mounting', 'dan', 'dok', 'mesin', 'tanpa', 'bekas', 'serta', 'ceceran', 'oli', 'mobil', 'listrik', 'kah']","['aneh', 'membongkar', 'mounting', 'dok', 'mesin', 'bekas', 'ceceran', 'oli']",aneh bongkar mounting dok mesin bekas cecer oli
2,@cnbcindonesia Pilpres satu putaran Jokowi sepertinya sedih ingat mobil listrik Joko Widodo sepertinya senang pilpres satu putaran begitu ?,Pilpres satu putaran Jokowi sepertinya sedih ingat mobil listrik Joko Widodo sepertinya senang pilpres satu putaran begitu,pilpres satu putaran jokowi sepertinya sedih ingat mobil listrik joko widodo sepertinya senang pilpres satu putaran begitu,"['pilpres', 'satu', 'putaran', 'jokowi', 'sepertinya', 'sedih', 'ingat', 'mobil', 'listrik', 'joko', 'widodo', 'sepertinya', 'senang', 'pilpres', 'satu', 'putaran', 'begitu']","['pilpres', 'putaran', 'sedih', 'joko', 'widodo', 'senang', 'pilpres', 'putaran']",pilpres putar sedih joko widodo senang pilpres putar
2,@tempodotco Memajaki usaha yg menyerap tenaga DN mensubsidi mobil listrik yg diproduksi di LN (pengusaha dan naker asing),Memajaki usaha yg menyerap tenaga DN mensubsidi mobil listrik yg diproduksi di LN pengusaha dan naker asing,memajaki usaha yg menyerap tenaga dn mensubsidi mobil listrik yg diproduksi di ln pengusaha dan naker asing,"['memajaki', 'usaha', 'yg', 'menyerap', 'tenaga', 'dn', 'mensubsidi', 'mobil', 'listrik', 'yg', 'diproduksi', 'di', 'ln', 'pengusaha', 'dan', 'naker', 'asing']","['memajaki', 'menyerap', 'tenaga', 'dn', 'mensubsidi', 'diproduksi', 'ln', 'pengusaha', 'naker', 'asing']",pajak serap tenaga dn subsidi produksi ln usaha naker asing
2,Prabowo - Gibran Lanjutkan Hilirisasi Buka Peluang Buat Mobil Nasional Berbasis Listrik. dekade08,Prabowo  Gibran Lanjutkan Hilirisasi Buka Peluang Buat Mobil Nasional Berbasis Listrik dekade,prabowo  gibran lanjutkan hilirisasi buka peluang buat mobil nasional berbasis listrik dekade,"['prabowo', 'gibran', 'lanjutkan', 'hilirisasi', 'buka', 'peluang', 'buat', 'mobil', 'nasional', 'berbasis', 'listrik', 'dekade']","['prabowo', 'gibran', 'lanjutkan', 'hilirisasi', 'buka', 'peluang', 'nasional', 'berbasis', 'dekade']",prabowo gibran lanjut hilir buka peluang nasional bas dekade
0,@kompascom Ga habis Thinking kenapa harus mobil listrik,Ga habis Thinking kenapa harus mobil listrik,ga habis thinking kenapa harus mobil listrik,"['ga', 'habis', 'thinking', 'kenapa', 'harus', 'mobil', 'listrik']","['habis', 'thinking']",habis thinking
2,@ratuhendriyani_ Prabowo - Gibran Lanjutkan Hilirisasi Buka Peluang Buat Mobil Nasional Berbasis Listrik. dekade08,Prabowo  Gibran Lanjutkan Hilirisasi Buka Peluang Buat Mobil Nasional Berbasis Listrik dekade,prabowo  gibran lanjutkan hilirisasi buka peluang buat mobil nasional berbasis listrik dekade,"['prabowo', 'gibran', 'lanjutkan', 'hilirisasi', 'buka', 'peluang', 'buat', 'mobil', 'nasional', 'berbasis', 'listrik', 'dekade']","['prabowo', 'gibran', 'lanjutkan', 'hilirisasi', 'buka', 'peluang', 'nasional', 'berbasis', 'dekade']",prabowo gibran lanjut hilir buka peluang nasional bas dekade
2,PLN berinovasi menjadikan aset tiang listrik sebagai Stasiun Pengisian Kendaraan Listrik Umum (SPKLU) untuk kemudahan pengisian daya mobil listrik. #PLN #SPKLUPLN,PLN berinovasi menjadikan aset tiang listrik sebagai Stasiun Pengisian Kendaraan Listrik Umum SPKLU untuk kemudahan pengisian daya mobil listrik PLN SPKLUPLN,pln berinovasi menjadikan aset tiang listrik sebagai stasiun pengisian kendaraan listrik umum spklu untuk kemudahan pengisian daya mobil listrik pln spklupln,"['pln', 'berinovasi', 'menjadikan', 'aset', 'tiang', 'listrik', 'sebagai', 'stasiun', 'pengisian', 'kendaraan', 'listrik', 'umum', 'spklu', 'untuk', 'kemudahan', 'pengisian', 'daya', 'mobil', 'listrik', 'pln', 'spklupln']","['pln', 'berinovasi', 'menjadikan', 'aset', 'stasiun', 'pengisian', 'spklu', 'kemudahan', 'pengisian', 'daya', 'pln', 'spklupln']",pln inovasi jadi aset stasiun isi spklu mudah isi daya pln spklupln
2,@HanyRetina Prabowo - Gibran Lanjutkan Hilirisasi Buka Peluang Buat Mobil Nasional Berbasis Listrik. dekade08,Prabowo  Gibran Lanjutkan Hilirisasi Buka Peluang Buat Mobil Nasional Berbasis Listrik dekade,prabowo  gibran lanjutkan hilirisasi buka peluang buat mobil nasional berbasis listrik dekade,"['prabowo', 'gibran', 'lanjutkan', 'hilirisasi', 'buka', 'peluang', 'buat', 'mobil', 'nasional', 'berbasis', 'listrik', 'dekade']","['prabowo', 'gibran', 'lanjutkan', 'hilirisasi', 'buka', 'peluang', 'nasional', 'berbasis', 'dekade']",prabowo gibran lanjut hilir buka peluang nasional bas dekade
1,berangkat magang di klakson kendaraan yg aku kira sepeda motor soalnya klaksonnya kecil aku udh minggir eh tetep di klaksonin pas liat di spion eh ternyata yg klakson mobil listrik airev dongkunti bogel bgttt,berangkat magang di klakson kendaraan yg aku kira sepeda motor soalnya klaksonnya kecil aku udh minggir eh tetep di klaksonin pas liat di spion eh ternyata yg klakson mobil listrik airev dongkunti bogel bgttt,berangkat magang di klakson kendaraan yg aku kira sepeda motor soalnya klaksonnya kecil aku udh minggir eh tetep di klaksonin pas liat di spion eh ternyata yg klakson mobil listrik airev dongkunti bogel bgttt,"['berangkat', 'magang', 'di', 'klakson', 'kendaraan', 'yg', 'aku', 'kira', 'sepeda', 'motor', 'soalnya', 'klaksonnya', 'kecil', 'aku', 'udh', 'minggir', 'eh', 'tetep', 'di', 'klaksonin', 'pas', 'liat', 'di', 'spion', 'eh', 'ternyata', 'yg', 'klakson', 'mobil', 'listrik', 'airev', 'dongkunti', 'bogel', 'bgttt']","['berangkat', 'magang', 'klakson', 'klaksonnya', 'minggir', 'klaksonin', 'spion', 'klakson', 'airev', 'dongkunti', 'bogel', 'bgttt']",berangkat magang klakson klakson minggir klaksonin spion klakson airev dongkunti bogel bgttt
1,Tadi denger di radio cara berinvestasi yang berujung jualan jasa investasi di kendaraan listrik. Sekarang di Bali rental Motor Mobil udah kayak orang jualan kacang goreng banyak banget. Padahal seumur-umur belum pernah liat orang jualan kacang goreng.,Tadi denger di radio cara berinvestasi yang berujung jualan jasa investasi di kendaraan listrik Sekarang di Bali rental Motor Mobil udah kayak orang jualan kacang goreng banyak banget Padahal seumurumur belum pernah liat orang jualan kacang goreng,tadi denger di radio cara berinvestasi yang berujung jualan jasa investasi di kendaraan listrik sekarang di bali rental motor mobil udah kayak orang jualan kacang goreng banyak banget padahal seumurumur belum pernah liat orang jualan kacang goreng,"['tadi', 'denger', 'di', 'radio', 'cara', 'berinvestasi', 'yang', 'berujung', 'jualan', 'jasa', 'investasi', 'di', 'kendaraan', 'listrik', 'sekarang', 'di', 'bali', 'rental', 'motor', 'mobil', 'udah', 'kayak', 'orang', 'jualan', 'kacang', 'goreng', 'banyak', 'banget', 'padahal', 'seumurumur', 'belum', 'pernah', 'liat', 'orang', 'jualan', 'kacang', 'goreng']","['denger', 'radio', 'berinvestasi', 'berujung', 'jualan', 'jasa', 'investasi', 'bali', 'rental', 'jualan', 'kacang', 'goreng', 'seumurumur', 'jualan', 'kacang', 'goreng']",denger radio investasi ujung jual jasa investasi bal rental jual kacang goreng seumurumur jual kacang goreng
2,@yourmatcha_ Pake listrik kaya mobil listrik motor listrik kayanya se,Pake listrik kaya mobil listrik motor listrik kayanya se,pake listrik kaya mobil listrik motor listrik kayanya se,"['pake', 'listrik', 'kaya', 'mobil', 'listrik', 'motor', 'listrik', 'kayanya', 'se']",[],
2,@UJambi89454 @pemanishidup @marihulu Ngapain? Budget nya terbatas. Semua perlu. Jadi harus prioritasin yg paling penting dulu. EV alias Mobil listrik ngga penting. Keadaan rakyat jelata harus di prioritasin. Tiap tahun ortu empas empus mau siapin uang sekolah anak mrk.,Ngapain Budget nya terbatas Semua perlu Jadi harus prioritasin yg paling penting dulu EV alias Mobil listrik ngga penting Keadaan rakyat jelata harus di prioritasin Tiap tahun ortu empas empus mau siapin uang sekolah anak mrk,ngapain budget nya terbatas semua perlu jadi harus prioritasin yg paling penting dulu ev alias mobil listrik ngga penting keadaan rakyat jelata harus di prioritasin tiap tahun ortu empas empus mau siapin uang sekolah anak mrk,"['ngapain', 'budget', 'nya', 'terbatas', 'semua', 'perlu', 'jadi', 'harus', 'prioritasin', 'yg', 'paling', 'penting', 'dulu', 'ev', 'alias', 'mobil', 'listrik', 'ngga', 'penting', 'keadaan', 'rakyat', 'jelata', 'harus', 'di', 'prioritasin', 'tiap', 'tahun', 'ortu', 'empas', 'empus', 'mau', 'siapin', 'uang', 'sekolah', 'anak', 'mrk']","['budget', 'terbatas', 'prioritasin', 'alias', 'jelata', 'prioritasin', 'empas', 'empus', 'siapin', 'uang', 'mrk']",budget batas prioritasin alias jelata prioritasin empas empus siapin uang mrk
2,@slom1nu_ kalo mobil listrik bisa di cas pake belut listrik ga,kalo mobil listrik bisa di cas pake belut listrik ga,kalo mobil listrik bisa di cas pake belut listrik ga,"['kalo', 'mobil', 'listrik', 'bisa', 'di', 'cas', 'pake', 'belut', 'listrik', 'ga']","['cas', 'belut']",cas belut
2,Macet dikit &gt; bangun jalan tol Polusi &gt; buka impor mobil listrik Krisis perumahan &gt; harga properti naik Krisis pangan &gt; berasnya import dari luar padahal ngakunya negara K4yA SDA Pendidikan low quality &gt; nyalahin orang tuanya Klo gabisa afford yg baik dibilang kurang kerja.. ??,Macet dikit gt bangun jalan tol Polusi gt buka impor mobil listrik Krisis perumahan gt harga properti naik Krisis pangan gt berasnya import dari luar padahal ngakunya negara KyA SDA Pendidikan low quality gt nyalahin orang tuanya Klo gabisa afford yg baik dibilang kurang kerja,macet dikit gt bangun jalan tol polusi gt buka impor mobil listrik krisis perumahan gt harga properti naik krisis pangan gt berasnya import dari luar padahal ngakunya negara kya sda pendidikan low quality gt nyalahin orang tuanya klo gabisa afford yg baik dibilang kurang kerja,"['macet', 'dikit', 'gt', 'bangun', 'jalan', 'tol', 'polusi', 'gt', 'buka', 'impor', 'mobil', 'listrik', 'krisis', 'perumahan', 'gt', 'harga', 'properti', 'naik', 'krisis', 'pangan', 'gt', 'berasnya', 'import', 'dari', 'luar', 'padahal', 'ngakunya', 'negara', 'kya', 'sda', 'pendidikan', 'low', 'quality', 'gt', 'nyalahin', 'orang', 'tuanya', 'klo', 'gabisa', 'afford', 'yg', 'baik', 'dibilang', 'kurang', 'kerja']","['macet', 'dikit', 'bangun', 'tol', 'polusi', 'buka', 'impor', 'krisis', 'perumahan', 'properti', 'krisis', 'pangan', 'berasnya', 'import', 'ngakunya', 'kya', 'sda', 'pendidikan', 'low', 'quality', 'nyalahin', 'tuanya', 'gabisa', 'afford', 'dibilang']",macet dikit bangun tol polusi buka impor krisis rumah properti krisis pangan beras import ngakunya kya sda didik low quality nyalahin tua gabisa afford bilang
2,@sayurkalap @TsamaraDKI Tsamara Uda berpelukan duluan sama Samsul setelah dapat mobil listrik dari ET,Tsamara Uda berpelukan duluan sama Samsul setelah dapat mobil listrik dari ET,tsamara uda berpelukan duluan sama samsul setelah dapat mobil listrik dari et,"['tsamara', 'uda', 'berpelukan', 'duluan', 'sama', 'samsul', 'setelah', 'dapat', 'mobil', 'listrik', 'dari', 'et']","['tsamara', 'uda', 'berpelukan', 'duluan', 'samsul', 'et']",tsamara uda peluk duluan samsul et
2,dibekali dengan spesifikasi 12V 6A bisa menggunakan sumber tenaga listrik rumah untuk digunakan mengecase aki mobil,dibekali dengan spesifikasi V A bisa menggunakan sumber tenaga listrik rumah untuk digunakan mengecase aki mobil,dibekali dengan spesifikasi v a bisa menggunakan sumber tenaga listrik rumah untuk digunakan mengecase aki mobil,"['dibekali', 'dengan', 'spesifikasi', 'v', 'a', 'bisa', 'menggunakan', 'sumber', 'tenaga', 'listrik', 'rumah', 'untuk', 'digunakan', 'mengecase', 'aki', 'mobil']","['dibekali', 'spesifikasi', 'a', 'sumber', 'tenaga', 'mengecase']",bekal spesifikasi a sumber tenaga mengecase
0,Aku ngobrol sama papa banyak banget soal pemilu kali ini. Beliau juga bahas temennya yg dipenj*** gara-gara bikin mobil listrik di zaman presiden *sensor* terus pas diuji coba gak lama disangka korupsi Ngeri bgt,Aku ngobrol sama papa banyak banget soal pemilu kali ini Beliau juga bahas temennya yg dipenj garagara bikin mobil listrik di zaman presiden sensor terus pas diuji coba gak lama disangka korupsi Ngeri bgt,aku ngobrol sama papa banyak banget soal pemilu kali ini beliau juga bahas temennya yg dipenj garagara bikin mobil listrik di zaman presiden sensor terus pas diuji coba gak lama disangka korupsi ngeri bgt,"['aku', 'ngobrol', 'sama', 'papa', 'banyak', 'banget', 'soal', 'pemilu', 'kali', 'ini', 'beliau', 'juga', 'bahas', 'temennya', 'yg', 'dipenj', 'garagara', 'bikin', 'mobil', 'listrik', 'di', 'zaman', 'presiden', 'sensor', 'terus', 'pas', 'diuji', 'coba', 'gak', 'lama', 'disangka', 'korupsi', 'ngeri', 'bgt']","['ngobrol', 'papa', 'pemilu', 'beliau', 'bahas', 'temennya', 'dipenj', 'garagara', 'zaman', 'presiden', 'sensor', 'diuji', 'disangka', 'korupsi', 'ngeri']",ngobrol papa milu beliau bahas temennya dipenj garagara zaman presiden sensor uji sangka korupsi ngeri
0,@unmagnetism yg motornya masih dimasukin ke ruang tamu kalau malam jgn kaget kalau tiba2 pajak motor naik buat subsidi kereta cepat &amp; mobil listrik,yg motornya masih dimasukin ke ruang tamu kalau malam jgn kaget kalau tiba pajak motor naik buat subsidi kereta cepat amp mobil listrik,yg motornya masih dimasukin ke ruang tamu kalau malam jgn kaget kalau tiba pajak motor naik buat subsidi kereta cepat amp mobil listrik,"['yg', 'motornya', 'masih', 'dimasukin', 'ke', 'ruang', 'tamu', 'kalau', 'malam', 'jgn', 'kaget', 'kalau', 'tiba', 'pajak', 'motor', 'naik', 'buat', 'subsidi', 'kereta', 'cepat', 'amp', 'mobil', 'listrik']","['motornya', 'dimasukin', 'ruang', 'tamu', 'malam', 'kaget', 'pajak', 'kereta', 'cepat']",motor dimasukin ruang tamu malam kaget pajak kereta cepat
0,Bebrapa tahun lalu ada 2 tokoh yang populer dengan mobil : 1. Dahlan iskan dengan mobil listrik nya. 2. Jokowi dengan mobil SMK nya. Lalu rakyat lebih suka dengan mobil SMK yg sampe skrg gapernah liat seliweran dijalan yg ada skrg mobil listrik seliweran tapi bukan buatan kita,Bebrapa tahun lalu ada  tokoh yang populer dengan mobil   Dahlan iskan dengan mobil listrik nya  Jokowi dengan mobil SMK nya Lalu rakyat lebih suka dengan mobil SMK yg sampe skrg gapernah liat seliweran dijalan yg ada skrg mobil listrik seliweran tapi bukan buatan kita,bebrapa tahun lalu ada  tokoh yang populer dengan mobil   dahlan iskan dengan mobil listrik nya  jokowi dengan mobil smk nya lalu rakyat lebih suka dengan mobil smk yg sampe skrg gapernah liat seliweran dijalan yg ada skrg mobil listrik seliweran tapi bukan buatan kita,"['bebrapa', 'tahun', 'lalu', 'ada', 'tokoh', 'yang', 'populer', 'dengan', 'mobil', 'dahlan', 'iskan', 'dengan', 'mobil', 'listrik', 'nya', 'jokowi', 'dengan', 'mobil', 'smk', 'nya', 'lalu', 'rakyat', 'lebih', 'suka', 'dengan', 'mobil', 'smk', 'yg', 'sampe', 'skrg', 'gapernah', 'liat', 'seliweran', 'dijalan', 'yg', 'ada', 'skrg', 'mobil', 'listrik', 'seliweran', 'tapi', 'bukan', 'buatan', 'kita']","['bebrapa', 'tokoh', 'populer', 'dahlan', 'iskan', 'smk', 'suka', 'smk', 'gapernah', 'seliweran', 'dijalan', 'seliweran', 'buatan']",bebrapa tokoh populer dahlan iskan smk suka smk gapernah seliwer jalan seliwer buat
2,@TsamaraDKI Asyik mobil listrik nya masih aman..,Asyik mobil listrik nya masih aman,asyik mobil listrik nya masih aman,"['asyik', 'mobil', 'listrik', 'nya', 'masih', 'aman']","['asyik', 'aman']",asyik aman
2,Ini blm pln yg kapasitasnya kebanyakan sehingga dipaksalah itu mobil listrik disubsidi habis-habisan. Bantu bayar hutang whoosh dgn naikin pajak motor ber-bbm. Dan serangkaian lainnya yg pasti dilanjutkan,Ini blm pln yg kapasitasnya kebanyakan sehingga dipaksalah itu mobil listrik disubsidi habishabisan Bantu bayar hutang whoosh dgn naikin pajak motor berbbm Dan serangkaian lainnya yg pasti dilanjutkan,ini blm pln yg kapasitasnya kebanyakan sehingga dipaksalah itu mobil listrik disubsidi habishabisan bantu bayar hutang whoosh dgn naikin pajak motor berbbm dan serangkaian lainnya yg pasti dilanjutkan,"['ini', 'blm', 'pln', 'yg', 'kapasitasnya', 'kebanyakan', 'sehingga', 'dipaksalah', 'itu', 'mobil', 'listrik', 'disubsidi', 'habishabisan', 'bantu', 'bayar', 'hutang', 'whoosh', 'dgn', 'naikin', 'pajak', 'motor', 'berbbm', 'dan', 'serangkaian', 'lainnya', 'yg', 'pasti', 'dilanjutkan']","['pln', 'kapasitasnya', 'kebanyakan', 'dipaksalah', 'disubsidi', 'habishabisan', 'bayar', 'hutang', 'whoosh', 'naikin', 'pajak', 'berbbm', 'serangkaian', 'dilanjutkan']",pln kapasitas banyak paksa subsidi habishabisan bayar hutang whoosh naikin pajak berbbm rangkai lanjut
2,@TsamaraDKI Eaaa....g lolos senayan. Tapi emang itu kan tugasnya cuman jadi pelengkap penderita. Yg penting bulanan masih ngebul mobil listrik masih dapet. Aman lah ya...awokwokwokwok,Eaaag lolos senayan Tapi emang itu kan tugasnya cuman jadi pelengkap penderita Yg penting bulanan masih ngebul mobil listrik masih dapet Aman lah yaawokwokwokwok,eaaag lolos senayan tapi emang itu kan tugasnya cuman jadi pelengkap penderita yg penting bulanan masih ngebul mobil listrik masih dapet aman lah yaawokwokwokwok,"['eaaag', 'lolos', 'senayan', 'tapi', 'emang', 'itu', 'kan', 'tugasnya', 'cuman', 'jadi', 'pelengkap', 'penderita', 'yg', 'penting', 'bulanan', 'masih', 'ngebul', 'mobil', 'listrik', 'masih', 'dapet', 'aman', 'lah', 'yaawokwokwokwok']","['eaaag', 'lolos', 'senayan', 'tugasnya', 'pelengkap', 'penderita', 'bulanan', 'ngebul', 'aman', 'yaawokwokwokwok']",eaaag lolos senayan tugas lengkap derita bulan ngebul aman yaawokwokwokwok
0,Gak semua masalah ini solusinya produk: jalanan baru mobil listrik makan siang yaa bakal abis2 juga dan keluar dana banyak. Padahal lbh efektif ramah lingkungan dan sustainable kalo yg dibenahi tuh sistem bisa buka lapangan kerja baru jg. Males mikir keknya sama gk untung.,Gak semua masalah ini solusinya produk jalanan baru mobil listrik makan siang yaa bakal abis juga dan keluar dana banyak Padahal lbh efektif ramah lingkungan dan sustainable kalo yg dibenahi tuh sistem bisa buka lapangan kerja baru jg Males mikir keknya sama gk untung,gak semua masalah ini solusinya produk jalanan baru mobil listrik makan siang yaa bakal abis juga dan keluar dana banyak padahal lbh efektif ramah lingkungan dan sustainable kalo yg dibenahi tuh sistem bisa buka lapangan kerja baru jg males mikir keknya sama gk untung,"['gak', 'semua', 'masalah', 'ini', 'solusinya', 'produk', 'jalanan', 'baru', 'mobil', 'listrik', 'makan', 'siang', 'yaa', 'bakal', 'abis', 'juga', 'dan', 'keluar', 'dana', 'banyak', 'padahal', 'lbh', 'efektif', 'ramah', 'lingkungan', 'dan', 'sustainable', 'kalo', 'yg', 'dibenahi', 'tuh', 'sistem', 'bisa', 'buka', 'lapangan', 'kerja', 'baru', 'jg', 'males', 'mikir', 'keknya', 'sama', 'gk', 'untung']","['solusinya', 'produk', 'jalanan', 'siang', 'abis', 'dana', 'efektif', 'ramah', 'lingkungan', 'sustainable', 'dibenahi', 'sistem', 'buka', 'lapangan', 'males', 'keknya', 'untung']",solusi produk jalan siang abis dana efektif ramah lingkung sustainable benah sistem buka lapang males kek untung
1,Komitmen PLN ini penting untuk menjamin pasokan listrik yang stabil dan aman selama pelaksanaan Pemilu. Selain itu PLN juga telah mempersiapkan peralatan dan fasilitas pendukung seperti mobil dinas gangguan genset dan lainnya.,Komitmen PLN ini penting untuk menjamin pasokan listrik yang stabil dan aman selama pelaksanaan Pemilu Selain itu PLN juga telah mempersiapkan peralatan dan fasilitas pendukung seperti mobil dinas gangguan genset dan lainnya,komitmen pln ini penting untuk menjamin pasokan listrik yang stabil dan aman selama pelaksanaan pemilu selain itu pln juga telah mempersiapkan peralatan dan fasilitas pendukung seperti mobil dinas gangguan genset dan lainnya,"['komitmen', 'pln', 'ini', 'penting', 'untuk', 'menjamin', 'pasokan', 'listrik', 'yang', 'stabil', 'dan', 'aman', 'selama', 'pelaksanaan', 'pemilu', 'selain', 'itu', 'pln', 'juga', 'telah', 'mempersiapkan', 'peralatan', 'dan', 'fasilitas', 'pendukung', 'seperti', 'mobil', 'dinas', 'gangguan', 'genset', 'dan', 'lainnya']","['komitmen', 'pln', 'menjamin', 'pasokan', 'stabil', 'aman', 'pelaksanaan', 'pemilu', 'pln', 'peralatan', 'fasilitas', 'pendukung', 'dinas', 'gangguan', 'genset']",komitmen pln jamin pasok stabil aman laksana milu pln alat fasilitas dukung dinas ganggu genset
2,@neuwilette 1 mobil listrik juga boleh,mobil listrik juga boleh,mobil listrik juga boleh,"['mobil', 'listrik', 'juga', 'boleh']",[],
2,Harga listrik masih bisa dinaikin lagi harga air naik pajak motor mobil konvensional naik. Yang turun apa? Pajak MOBIL LISTRIK.,Harga listrik masih bisa dinaikin lagi harga air naik pajak motor mobil konvensional naik Yang turun apa Pajak MOBIL LISTRIK,harga listrik masih bisa dinaikin lagi harga air naik pajak motor mobil konvensional naik yang turun apa pajak mobil listrik,"['harga', 'listrik', 'masih', 'bisa', 'dinaikin', 'lagi', 'harga', 'air', 'naik', 'pajak', 'motor', 'mobil', 'konvensional', 'naik', 'yang', 'turun', 'apa', 'pajak', 'mobil', 'listrik']","['dinaikin', 'pajak', 'konvensional', 'turun', 'pajak']",dinaikin pajak konvensional turun pajak
0,@detikfinance Bgm ga kurang beras..pemerintahnya cm bingung ikn mobil listrik motor listrik...gblk tenan,Bgm ga kurang beraspemerintahnya cm bingung ikn mobil listrik motor listrikgblk tenan,bgm ga kurang beraspemerintahnya cm bingung ikn mobil listrik motor listrikgblk tenan,"['bgm', 'ga', 'kurang', 'beraspemerintahnya', 'cm', 'bingung', 'ikn', 'mobil', 'listrik', 'motor', 'listrikgblk', 'tenan']","['bgm', 'beraspemerintahnya', 'bingung', 'listrikgblk', 'tenan']",bgm beraspemerintahnya bingung listrikgblk tenan
2,@ottheriter Ogah dp pajero mending beli mobil listrik,Ogah dp pajero mending beli mobil listrik,ogah dp pajero mending beli mobil listrik,"['ogah', 'dp', 'pajero', 'mending', 'beli', 'mobil', 'listrik']","['ogah', 'dp', 'pajero']",ogah dp pajero
2,@CNNIndonesia kirain bahas subsidi motor/mobil listrik...,kirain bahas subsidi motormobil listrik,kirain bahas subsidi motormobil listrik,"['kirain', 'bahas', 'subsidi', 'motormobil', 'listrik']","['kirain', 'bahas']",kirain bahas
0,@rumyblue SIRKUIT MANDALIKA? NEGARA RUGI TOL BANYAK DIJUAL? LISTRIK NAIK? BERAS NAIK? MOBIL ESEMKA? NGIBUL MIKIR DEH LO,SIRKUIT MANDALIKA NEGARA RUGI TOL BANYAK DIJUAL LISTRIK NAIK BERAS NAIK MOBIL ESEMKA NGIBUL MIKIR DEH LO,sirkuit mandalika negara rugi tol banyak dijual listrik naik beras naik mobil esemka ngibul mikir deh lo,"['sirkuit', 'mandalika', 'negara', 'rugi', 'tol', 'banyak', 'dijual', 'listrik', 'naik', 'beras', 'naik', 'mobil', 'esemka', 'ngibul', 'mikir', 'deh', 'lo']","['sirkuit', 'mandalika', 'rugi', 'tol', 'dijual', 'ngibul']",sirkuit mandalika rugi tol jual ngibul
0,kalo lo pada mau mikir dikit tol2 yg dibangun jokowi ujung2nya biar org indonesia BUTUH mobil dan menguntungkan orang2 kaya lagi krn KETERGANTUNGAN sama mobil/bensin/listrik bangsat,kalo lo pada mau mikir dikit tol yg dibangun jokowi ujungnya biar org indonesia BUTUH mobil dan menguntungkan orang kaya lagi krn KETERGANTUNGAN sama mobilbensinlistrik bangsat,kalo lo pada mau mikir dikit tol yg dibangun jokowi ujungnya biar org indonesia butuh mobil dan menguntungkan orang kaya lagi krn ketergantungan sama mobilbensinlistrik bangsat,"['kalo', 'lo', 'pada', 'mau', 'mikir', 'dikit', 'tol', 'yg', 'dibangun', 'jokowi', 'ujungnya', 'biar', 'org', 'indonesia', 'butuh', 'mobil', 'dan', 'menguntungkan', 'orang', 'kaya', 'lagi', 'krn', 'ketergantungan', 'sama', 'mobilbensinlistrik', 'bangsat']","['dikit', 'tol', 'dibangun', 'ujungnya', 'butuh', 'menguntungkan', 'ketergantungan', 'mobilbensinlistrik', 'bangsat']",dikit tol bangun ujung butuh untung gantung mobilbensinlistrik bangsat
2,Mobil listrik kalo situasi banjir gini gimana ya?,Mobil listrik kalo situasi banjir gini gimana ya,mobil listrik kalo situasi banjir gini gimana ya,"['mobil', 'listrik', 'kalo', 'situasi', 'banjir', 'gini', 'gimana', 'ya']","['situasi', 'banjir']",situasi banjir
2,@undipmenfess jangan balik dulu nder nanti ada undian mobil listrik buat yang mau nyobloss,jangan balik dulu nder nanti ada undian mobil listrik buat yang mau nyobloss,jangan balik dulu nder nanti ada undian mobil listrik buat yang mau nyobloss,"['jangan', 'balik', 'dulu', 'nder', 'nanti', 'ada', 'undian', 'mobil', 'listrik', 'buat', 'yang', 'mau', 'nyobloss']","['undian', 'nyobloss']",undi nyobloss
